DateTime;KOELGLEID_MSP_A.MSPChanged;KOELING_BAK:0310TT110.MEAS;KOELING_BAK:0310TT120.MEAS;KOELING_BAK:0310TT121.MEAS;KrachtMeting_MP1.KrachtMeting;KrachtMeting_MP1.KrachtMeting.Average
1-12-2019 13:00;1;13.69546032;7.978302002;14.92224979;20.22736944;284.9671328
1-12-2019 14:00;1;13.69546032;7.978302002;14.92224979;14.79262278;241.7820511
1-12-2019 15:00;1;13.69546032;7.978302002;14.92224979;20.61750333;282.7947725
1-12-2019 16:00;1;13.69546032;7.978302002;14.92224979;13.28983639;149.3843078
1-12-2019 17:00;1;13.69546032;7.978302002;14.92224979;11.42970528;127.1739869
1-12-2019 18:00;1;13.69546032;7.978302002;14.92224979;13.30731028;116.4047322
1-12-2019 19:00;1;13.69546032;7.978302002;14.92224979;25.30674083;640.9778211
1-12-2019 20:00;1;13.69546032;7.978302002;14.92224979;35.24310417;629.6344414
1-12-2019 21:00;1;13.69546032;7.978302002;14.92224979;41.46937444;626.5817836
1-12-2019 22:00;1;13.69546032;7.978302002;14.92224979;36.34979389;577.6016533
1-12-2019 23:00;1;13.69546032;7.978302002;14.92224979;26.55955083;341.5487031
1-13-2019 00:00;1;13.67708969;12.1879797;14.79483032;;
1-13-2019 01:00;1;13.67708969;12.1879797;14.79483032;;
13-1-2019 02:00;1;13.67708969;12.1879797;14.79483032;;
13-1-2019 03:00;1;13.67708969;12.1879797;14.79483032;;
13-1-2019 04:00;1;13.67708969;12.1879797;14.79483032;;
13-1-2019 05:00;1;13.67708969;12.1879797;14.79483032;;
13-1-2019 06:00;1;13.67708969;12.1879797;14.79483032;;
13-1-2019 07:00;1;13.67708969;12.1879797;14.79483032;;
13-1-2019 08:00;1;13.67708969;12.1879797;14.79483032;;
13-1-2019 09:00;1;13.67708969;12.1879797;14.79483032;;
13-1-2019 10:00;1;13.67708969;12.1879797;14.79483032;;
13-1-2019 11:00;1;13.67708969;12.48719267;14.79483032;;
13-1-2019 12:00;1;13.67708969;13.23663044;14.79483032;;
13-1-2019 13:00;1;13.67708969;13.23663044;14.79483032;;
13-1-2019 14:00;1;13.67708969;13.23663044;14.79483032;;
13-1-2019 15:00;1;13.67708969;13.23663044;14.79483032;;
13-1-2019 16:00;1;13.67708969;13.23663044;15.33314513;;
13-1-2019 17:00;1;13.67708969;13.23663044;15.79887009;;
13-1-2019 18:00;1;13.67708969;13.23663044;15.79887009;;
13-1-2019 19:00;1;13.67708969;13.23663044;15.92571106;;
13-1-2019 20:00;1;13.67708969;13.23663044;16.79991913;;
13-1-2019 21:00;1;13.67708969;13.23663044;16.79991913;;
13-1-2019 22:00;1;13.67708969;13.23663044;16.79991913;;
13-1-2019 23:00;1;13.67708969;13.23663044;16.79991913;;
14-1-2019 00:00;1;13.67708969;13.23663044;16.79991913;;
14-1-2019 01:00;1;13.67708969;13.23663044;16.79991913;;
14-1-2019 02:00;1;13.67708969;13.23663044;16.79991913;;
14-1-2019 03:00;1;13.67708969;13.23663044;16.79991913;;
14-1-2019 04:00;1;13.67708969;13.23663044;16.79991913;;
14-1-2019 05:00;1;13.67708969;13.23663044;16.79991913;;
14-1-2019 06:00;1;13.67708969;13.23663044;16.79991913;;
14-1-2019 07:00;1;13.67708969;12.3842043;16.79991913;;
14-1-2019 08:00;1;13.67708969;12.18712997;16.79991913;;
14-1-2019 09:00;1;13.67708969;12.18712997;16.79991913;;
14-1-2019 10:00;1;13.67708969;12.18712997;16.79991913;;
14-1-2019 11:00;1;13.67708969;12.18712997;16.79991913;;
14-1-2019 12:00;1;13.67708969;12.18712997;16.79991913;;
14-1-2019 13:00;1;13.67708969;12.18712997;16.79991913;;
14-1-2019 14:00;1;13.67708969;12.18712997;16.79991913;;
14-1-2019 15:00;1;13.67708969;12.18712997;16.79991913;;
14-1-2019 16:00;1;13.67708969;12.18712997;16.79991913;;
14-1-2019 17:00;1;13.67708969;12.18712997;16.79991913;;
14-1-2019 18:00;1;13.67708969;12.18712997;16.79991913;;
14-1-2019 19:00;1;13.67708969;12.18712997;16.79991913;;
14-1-2019 20:00;1;13.67708969;12.18712997;16.79991913;;
14-1-2019 21:00;1;13.67708969;11.8398788;16.79991913;;
14-1-2019 22:00;1;13.67708969;11.17712021;16.79991913;;
14-1-2019 23:00;1;13.67708969;11.17712021;16.79991913;;
15-1-2019 00:00;1;13.67708969;11.17712021;16.79991913;;
15-1-2019 01:00;1;13.67708969;11.17712021;16.79991913;;
15-1-2019 02:00;1;13.67708969;11.17712021;16.79991913;;
15-1-2019 03:00;1;13.67708969;11.17712021;16.79991913;;
15-1-2019 04:00;1;13.67708969;11.17712021;16.79991913;;
15-1-2019 05:00;1;13.67708969;11.17712021;16.79991913;;
15-1-2019 06:00;1;13.67708969;11.17712021;16.79991913;;
15-1-2019 07:00;1;13.67708969;11.17712021;16.79991913;;
15-1-2019 08:00;1;13.67708969;11.17712021;16.79991913;;
15-1-2019 09:00;1;13.67708969;11.17712021;16.79991913;;
15-1-2019 10:00;1;13.67708969;11.17712021;16.79991913;;
15-1-2019 11:00;1;13.67708969;11.17712021;16.79991913;;
15-1-2019 12:00;1;13.67708969;11.17712021;16.79991913;;
15-1-2019 13:00;1;13.67708969;11.17712021;16.79991913;;
15-1-2019 14:00;1;13.67708969;11.17712021;16.79991913;;
15-1-2019 15:00;1;13.67708969;11.17712021;16.79991913;;
15-1-2019 16:00;1;13.67708969;11.17712021;16.79991913;;
15-1-2019 17:00;1;13.67708969;11.88212441;16.79991913;;
15-1-2019 18:00;1;13.67708969;12.19618034;16.79991913;;
15-1-2019 19:00;1;13.67708969;12.19618034;16.79991913;;
15-1-2019 20:00;1;13.67708969;12.19618034;16.79991913;;
15-1-2019 21:00;1;13.67708969;12.19618034;16.79991913;;
15-1-2019 22:00;1;13.67708969;12.19618034;16.79991913;;
